id,type,activation_date,longitude,lease_type,gym,lift,swimming_pool,furnishing,parking,property_size,bathroom,facing,floor,total_floor,amenities,building_type,balconies,rent
566,1,1488978240,77.51122712,3,0,0,0,2,0,700,2.0,1,0.0,2.0,240,2,0.0,12000.0
3204,1,1515155580,77.5563643,0,0,0,0,2,0,750,1.0,1,0.0,0.0,240,3,0.0,12000.0
330,1,1500927660,77.70403202,0,0,1,0,2,0,850,2.0,1,0.0,4.0,483,0,2.0,15000.0
3032,1,1538670840,77.66655251,3,0,0,0,0,0,1082,2.0,0,3.0,4.0,1448,0,1.0,22500.0
1728,0,1536174480,77.58340751,0,0,0,0,1,3,600,1.0,4,1.0,1.0,103,2,0.0,15000.0
15,1,1519750680,77.6392171,0,0,0,0,2,3,600,2.0,0,2.0,3.0,240,0,0.0,18000.0
1539,0,1504994760,77.66236426,3,0,0,0,1,3,950,1.0,0,3.0,3.0,202,2,0.0,8000.0
215,1,1521907740,77.64570537,3,1,1,0,2,0,1370,2.0,1,3.0,6.0,1257,0,1.0,27500.0
2313,0,1516048140,77.7029137,3,0,0,0,2,0,450,1.0,0,0.0,2.0,105,2,0.0,9500.0
1277,1,1491674700,77.6696706,0,0,1,0,2,0,1000,2.0,0,1.0,4.0,494,0,0.0,18000.0
1838,1,1511001840,77.53877283,3,0,0,0,2,3,1000,2.0,1,0.0,1.0,79,2,0.0,16000.0
873,1,1521731700,77.64740105,3,1,1,1,2,0,1200,2.0,0,1.0,5.0,1325,0,2.0,26000.0
1096,2,1510092300,77.59327458,3,0,0,0,2,3,1100,1.0,7,0.0,1.0,240,2,0.0,18000.0
1391,2,1503164580,77.7499467,3,0,1,1,2,0,1600,3.0,7,3.0,3.0,561,0,2.0,24000.0
628,2,1523107020,77.54534384,3,0,1,0,2,0,1300,2.0,1,3.0,5.0,622,0,1.0,18500.0
2944,1,1522434600,77.74031032,3,1,1,1,0,0,1170,2.0,2,11.0,11.0,878,0,1.0,23000.0
966,0,1530726840,77.55097667,0,0,0,0,2,3,800,1.0,1,3.0,3.0,240,2,0.0,9000.0
2393,0,1516633500,77.62080742,0,0,0,0,2,3,500,1.0,0,2.0,2.0,202,2,1.0,20000.0
538,1,1518898380,77.57541338,3,0,0,0,2,0,880,2.0,7,1.0,2.0,179,0,1.0,24000.0
1446,1,1516728060,77.7246633,0,1,1,1,2,0,1370,2.0,2,4.0,14.0,1300,0,1.0,26000.0
2539,1,1535904000,77.51906754,3,1,1,1,2,0,1200,2.0,0,5.0,16.0,915,0,1.0,18000.0
885,0,1500819240,77.56319067,0,0,0,0,2,3,500,2.0,1,2.0,2.0,109,2,1.0,10000.0
3602,1,1529319000,77.51621939,3,0,1,0,2,0,1000,2.0,1,1.0,3.0,612,2,1.0,13500.0
376,0,1500133020,77.6319996,0,0,0,0,2,3,850,1.0,4,2.0,3.0,240,2,0.0,10000.0
864,2,1502718540,77.54405446,3,0,1,0,2,0,1550,2.0,0,2.0,3.0,440,0,3.0,19000.0
2813,1,1543854480,77.62437077,3,1,1,0,2,0,1100,2.0,1,4.0,5.0,1053,0,2.0,23000.0
1441,1,1504024920,77.65332859,0,0,1,0,2,0,1250,2.0,0,1.0,3.0,482,0,2.0,25000.0
1729,2,1505061660,77.59987162,0,0,0,0,2,3,1100,2.0,7,2.0,3.0,103,3,2.0,28000.0
2276,1,1522609440,77.6970194,0,1,1,0,2,0,1100,2.0,5,1.0,4.0,960,0,3.0,22500.0
2080,1,1507815240,77.53315329,3,0,0,0,2,0,1000,2.0,1,0.0,3.0,210,2,0.0,20000.0
634,0,1510075980,77.63993563,3,0,0,0,2,2,500,1.0,0,3.0,4.0,1401,2,1.0,15500.0
2324,1,1516020600,77.64394956,3,1,1,0,1,0,1060,2.0,7,2.0,4.0,899,0,2.0,20000.0
3341,1,1526663220,77.5906564,3,1,1,1,0,1,1200,2.0,7,2.0,4.0,969,0,1.0,28000.0
2325,2,1518623100,77.5478517,0,1,1,1,2,0,1688,3.0,7,1.0,5.0,1330,0,2.0,30000.0
2752,1,1520098200,77.53064431,3,0,0,0,0,0,950,2.0,3,2.0,2.0,1459,0,1.0,15500.0
2075,2,1527434340,77.54721832,0,0,1,0,2,0,1350,3.0,7,3.0,5.0,437,0,3.0,20000.0
2394,5,1516652880,77.7667692,0,0,0,0,1,1,250,1.0,1,0.0,1.0,93,2,0.0,8000.0
1794,1,1524243720,77.56245433,0,0,0,0,2,0,650,1.0,0,2.0,3.0,202,2,1.0,12000.0
730,1,1486815060,77.6284143,0,0,0,0,2,0,950,2.0,1,0.0,2.0,240,2,2.0,19000.0
1442,5,1523119020,77.64232659,0,0,0,0,2,3,200,1.0,4,0.0,4.0,202,2,0.0,8000.0
1795,2,1518686880,77.6768315,3,1,1,0,2,0,1484,2.0,1,2.0,4.0,1163,0,3.0,25000.0
2908,0,1524500160,77.63405144,0,0,0,0,1,3,800,1.0,1,0.0,2.0,76,2,1.0,14000.0
1070,2,1502106900,77.61034043,3,0,1,1,1,0,1703,3.0,0,6.0,8.0,805,0,2.0,30000.0
1792,1,1512992220,77.72386998,3,1,1,1,2,0,1250,2.0,7,4.0,4.0,873,0,2.0,21000.0
2697,2,1515003300,77.56477915,3,0,0,0,2,0,1600,3.0,1,1.0,3.0,7,2,1.0,20000.0
1029,1,1491565440,77.56281791,3,0,0,0,2,1,1050,2.0,1,2.0,2.0,117,0,2.0,20000.0
2003,2,1511819940,77.54996427,0,0,0,0,2,0,1700,3.0,4,1.0,3.0,147,2,3.0,32000.0
2712,1,1523806680,77.55654173,3,0,0,0,2,3,1200,2.0,1,2.0,2.0,240,2,1.0,19000.0
622,1,1523892960,77.70690222,3,0,0,0,2,0,1340,2.0,1,1.0,3.0,240,2,1.0,25000.0
831,1,1511360520,77.54924817,0,0,0,0,2,3,550,1.0,1,0.0,3.0,253,2,0.0,12000.0
1596,2,1508501700,77.7499467,0,1,1,0,2,0,1835,3.0,2,3.0,5.0,1060,0,2.0,23000.0
598,1,1541618280,77.695003,3,1,1,0,2,0,1055,2.0,2,1.0,4.0,1091,0,2.0,23000.0
2662,0,1521542340,77.7619298,3,0,0,0,2,3,400,1.0,0,1.0,4.0,261,2,1.0,8500.0
3681,1,1520429040,77.6778473,0,0,1,0,2,1,1100,2.0,7,0.0,4.0,582,0,2.0,14000.0
1365,0,1502742480,77.5992703,1,0,0,0,0,0,500,1.0,1,2.0,2.0,248,2,1.0,18000.0
1806,1,1508781360,77.60807903,0,0,0,0,2,3,800,1.0,1,1.0,3.0,202,2,1.0,18000.0
3876,2,1532380800,77.54310608,3,1,0,0,0,0,1230,2.0,7,2.0,4.0,396,0,1.0,15000.0
1808,1,1508855580,77.76928213,3,1,1,1,2,0,1065,2.0,0,1.0,4.0,1277,0,1.0,16000.0
715,1,1512746760,77.75025488,0,0,0,0,2,0,1100,2.0,0,1.0,4.0,1423,0,1.0,18000.0
3009,1,1533406200,77.55539122,0,0,0,0,1,3,650,1.0,7,0.0,2.0,215,2,0.0,13000.0
816,1,1527254760,77.58388779,0,0,0,0,1,3,800,1.0,1,0.0,1.0,165,2,0.0,16000.0
1006,2,1543785120,77.56199359,3,0,0,0,1,3,1200,3.0,1,2.0,2.0,115,2,1.0,30000.0
2882,1,1526936700,77.52233237,0,0,0,0,2,2,900,1.0,0,2.0,2.0,228,2,1.0,9000.0
1163,1,1500394080,77.7499467,3,0,0,0,0,0,1078,2.0,0,2.0,3.0,350,0,2.0,25000.0
3304,2,1526317500,77.67979732,3,0,1,0,2,0,1490,3.0,7,1.0,4.0,546,0,2.0,24000.0
3297,2,1527161340,77.697617,0,1,0,1,2,0,1200,2.0,7,1.0,1.0,381,0,1.0,35000.0
934,1,1502979720,77.70949538,0,0,0,0,2,3,1000,2.0,1,2.0,2.0,240,2,1.0,15000.0
3468,0,1520355720,77.63645276,0,0,0,0,2,3,600,1.0,0,2.0,3.0,275,2,0.0,12500.0
3575,1,1533662280,77.6142965,0,0,0,0,2,3,1000,2.0,1,0.0,2.0,62,2,0.0,19000.0
870,2,1524162900,77.71019703,0,0,0,0,2,0,1250,3.0,0,1.0,2.0,202,2,1.0,16000.0
2008,1,1511884860,77.54192007,0,0,1,0,2,0,1140,2.0,0,2.0,4.0,645,0,3.0,12000.0
3224,0,1525517640,77.63157631,3,0,0,0,2,3,550,1.0,1,1.0,2.0,79,2,1.0,15500.0
2963,2,1525437720,77.6650162,3,0,0,0,2,0,1850,3.0,0,2.0,12.0,803,0,1.0,45000.0
1880,0,1494520440,77.69175663,0,0,0,0,2,3,550,1.0,5,0.0,2.0,306,2,0.0,9500.0
695,1,1505842200,77.65998269,0,0,1,0,2,0,1080,2.0,0,2.0,4.0,621,0,1.0,23500.0
2199,1,1514399820,77.5571928,3,0,0,0,2,3,800,2.0,7,1.0,2.0,240,2,0.0,17000.0
1219,0,1529175420,77.62254585,3,0,0,0,2,3,500,1.0,1,2.0,2.0,261,2,0.0,12000.0
3790,0,1538932980,77.70534363,3,0,0,0,2,3,550,1.0,0,0.0,4.0,276,0,0.0,14000.0
532,1,1541421060,77.58561091,3,0,0,0,2,3,850,1.0,0,1.0,3.0,248,2,2.0,13000.0
661,1,1522420620,77.74846506,3,0,0,0,2,0,1050,2.0,0,2.0,3.0,507,0,1.0,16000.0
2913,0,1522161060,77.58960693,0,0,0,0,2,2,450,2.0,0,0.0,2.0,1401,2,0.0,8500.0
3617,1,1529422860,77.60890227,3,0,0,0,2,3,870,1.0,0,0.0,2.0,202,3,0.0,20000.0
2557,2,1522437840,77.59880066,3,0,1,0,2,0,1800,3.0,1,1.0,4.0,691,0,4.0,44000.0
1761,1,1508079840,77.61947008,3,1,1,0,2,0,1000,2.0,5,4.0,4.0,1250,0,2.0,17500.0
3507,5,1529435040,77.64346326,1,0,1,0,2,3,400,1.0,7,0.0,4.0,432,0,0.0,16000.0
1035,1,1507993920,77.7551063,0,0,1,0,2,0,1120,2.0,0,1.0,4.0,514,0,2.0,18000.0
2243,0,1531946460,77.58967776,1,0,0,0,2,3,600,1.0,0,0.0,1.0,103,2,0.0,8500.0
648,1,1508673060,77.68112896,0,0,0,0,2,3,850,1.0,0,3.0,4.0,78,2,2.0,14000.0
2311,1,1543688940,77.694865,3,1,1,1,2,0,1248,2.0,0,2.0,8.0,1304,0,2.0,27000.0
3639,0,1529696280,77.56428771,0,0,0,0,2,3,240,1.0,7,2.0,2.0,115,0,0.0,12000.0
2305,1,1538393940,77.74670905,3,0,0,0,1,0,900,1.0,0,0.0,1.0,202,2,0.0,12000.0
3090,5,1524140760,77.64439327,1,0,0,0,2,3,300,1.0,1,1.0,3.0,202,2,1.0,10000.0
752,1,1517248140,77.53993308,0,0,0,0,2,3,700,1.0,1,0.0,2.0,202,2,1.0,9000.0
148,2,1525253580,77.7154299,3,1,1,1,2,1,1523,2.0,7,6.0,9.0,1317,0,3.0,29000.0
2881,1,1521751200,77.7167938,3,0,1,0,2,0,1100,2.0,0,1.0,4.0,624,0,1.0,21000.0
1626,1,1506205980,77.7394709,0,1,1,1,2,0,1323,2.0,0,5.0,11.0,1136,0,1.0,22000.0
3625,1,1529516340,77.72201924,3,1,1,1,2,0,1160,2.0,0,6.0,6.0,1262,0,1.0,19000.0
3343,1,1526660400,77.63396633,3,0,0,0,2,3,1000,2.0,0,1.0,1.0,240,2,1.0,19000.0
3347,1,1526659800,77.67185974,0,1,1,1,0,0,1100,2.0,1,1.0,4.0,1335,0,2.0,25000.0
104,1,1525261260,77.58517772,0,0,0,0,2,3,900,1.0,1,1.0,1.0,241,2,0.0,14000.0
706,2,1503851700,77.70179749,0,1,1,0,2,0,1457,2.0,7,2.0,4.0,1168,0,2.0,24000.0
3308,1,1526325360,77.71989731,0,0,1,0,0,0,1776,2.0,7,2.0,5.0,702,0,4.0,27000.0
2857,1,1521408120,77.62782405,3,1,1,1,2,0,1256,2.0,0,3.0,4.0,914,0,3.0,18500.0
3373,1,1544191620,77.55969501,3,0,1,0,2,0,1350,2.0,0,1.0,3.0,680,2,1.0,30000.0
459,0,1538503920,77.57462138,0,0,0,0,2,0,600,1.0,7,2.0,2.0,306,2,1.0,8500.0
202,1,1519160700,77.61943247,0,0,0,0,2,0,1000,2.0,0,1.0,1.0,202,2,0.0,22500.0
2390,1,1516647720,77.68286305,3,0,0,0,2,0,700,1.0,4,2.0,2.0,240,2,1.0,12500.0
2846,1,1521220260,77.75215516,0,1,1,0,2,0,1164,2.0,7,2.0,4.0,1166,0,2.0,16000.0
2726,1,1517685780,77.67961121,0,0,0,0,0,0,1384,2.0,0,4.0,5.0,1426,0,3.0,31000.0
1872,1,1543776960,77.56333436,0,0,0,0,2,3,800,1.0,7,2.0,2.0,103,2,1.0,12000.0
2749,0,1522776300,77.70249501,0,0,1,0,2,3,600,1.0,0,4.0,4.0,434,0,1.0,12500.0
2274,1,1526472480,77.575744,3,0,0,0,1,0,1000,1.0,1,0.0,0.0,227,3,1.0,20000.0
3036,1,1538678640,77.68450225,0,0,0,0,2,2,1200,3.0,0,0.0,1.0,202,2,1.0,12500.0
3001,2,1533420660,77.56489,3,0,1,1,2,0,1430,3.0,2,2.0,4.0,800,0,2.0,25000.0
1884,2,1518902820,77.7167188,3,1,1,1,0,0,1584,3.0,0,3.0,9.0,1309,0,3.0,30000.0
1186,2,1500803280,77.694865,0,1,1,1,2,0,1630,2.0,7,5.0,8.0,1296,0,3.0,30000.0
819,2,1499957520,77.68595125,0,0,0,0,2,0,1475,2.0,0,3.0,4.0,1309,0,3.0,25000.0
2598,2,1518954060,77.70536672,0,0,1,0,2,0,1150,2.0,7,1.0,4.0,614,0,3.0,20000.0
1414,1,1503597000,77.62507316,3,0,0,0,2,3,650,2.0,4,0.0,1.0,240,2,0.0,12000.0
3207,1,1517861460,77.51990941,0,0,0,0,2,3,1200,2.0,1,3.0,3.0,272,2,1.0,13500.0
1301,1,1486737780,77.73814735,0,0,1,0,1,0,1350,2.0,0,2.0,4.0,529,0,2.0,17000.0
1640,1,1506447780,77.62890097,0,0,0,0,0,0,1325,2.0,1,19.0,25.0,829,0,2.0,39000.0
413,1,1525535220,77.5613415,0,1,1,0,2,0,1100,2.0,0,3.0,5.0,858,0,2.0,23000.0
2959,2,1517742960,77.554085,3,0,0,0,2,0,1325,2.0,1,1.0,4.0,1448,0,2.0,26000.0
3258,0,1533462300,77.75214337,0,0,0,0,2,3,750,1.0,1,0.0,2.0,0,2,0.0,10500.0
3580,2,1529098560,77.70999146,0,0,1,0,2,1,1100,2.0,7,2.0,3.0,679,0,2.0,23000.0
3595,1,1529262000,77.7729222,0,1,1,1,2,0,1150,2.0,1,3.0,3.0,1127,0,1.0,19000.0
262,1,1511092380,77.75104077,0,0,0,0,2,3,600,1.0,1,2.0,2.0,321,2,1.0,10500.0
2851,0,1521320400,77.65154454,0,0,1,0,2,3,500,1.0,0,0.0,5.0,452,2,0.0,17000.0
2701,1,1519811400,77.58013016,3,0,0,0,1,3,600,1.0,1,2.0,3.0,215,2,0.0,13000.0
2737,2,1520094960,77.5245041,3,0,1,0,2,0,2100,3.0,0,6.0,7.0,496,0,3.0,34000.0
301,5,1521834600,77.56275223,1,0,0,0,0,2,400,1.0,7,0.0,2.0,256,2,1.0,12000.0
3416,1,1536228660,77.5518022,0,0,1,0,2,1,1050,2.0,1,4.0,5.0,598,0,2.0,13000.0
961,1,1524510420,77.54843076,3,0,1,0,2,0,1343,2.0,0,2.0,4.0,438,0,2.0,15500.0
360,1,1508066400,77.59586239,3,0,0,0,2,0,1250,2.0,0,2.0,3.0,248,2,1.0,32000.0
1395,2,1503170940,77.53002536,3,0,0,0,2,0,1750,2.0,0,1.0,2.0,248,2,1.0,14000.0
1003,2,1512753660,77.56712171,3,0,0,0,2,3,1000,2.0,0,1.0,1.0,1401,3,1.0,13000.0
855,0,1512056280,77.61084945,0,0,0,0,2,3,400,1.0,0,4.0,4.0,202,2,1.0,11500.0
2339,1,1516108620,77.64593985,0,0,1,0,2,0,1000,2.0,7,3.0,4.0,607,0,2.0,25000.0
3342,2,1527526260,77.71454388,0,0,0,0,2,0,1200,2.0,7,3.0,4.0,457,0,2.0,24000.0
2197,1,1514293020,77.7068678,3,1,1,1,2,0,1284,2.0,0,6.0,12.0,1299,0,2.0,30000.0
216,2,1508871000,77.5155633,3,0,1,0,2,0,1400,2.0,1,2.0,4.0,550,0,2.0,20000.0
2674,2,1535996040,77.716179,3,1,1,0,0,0,1400,2.0,0,4.0,4.0,1095,0,3.0,35000.0
1328,1,1536171300,77.5613415,3,1,1,0,2,0,1100,2.0,0,4.0,4.0,1179,0,1.0,23000.0
1378,1,1503064920,77.52927903,3,0,0,0,2,3,1200,2.0,1,2.0,3.0,227,2,2.0,14000.0
1809,2,1508853660,77.54346934,3,0,0,0,2,0,1200,3.0,0,1.0,2.0,104,3,1.0,16000.0
2953,1,1517766120,77.62138822,3,0,0,0,2,0,1200,2.0,4,1.0,2.0,202,2,2.0,24000.0
1931,1,1511886660,77.7043393,3,1,1,1,0,0,1330,2.0,7,2.0,5.0,1300,0,2.0,26000.0
943,1,1494347220,77.7384786,3,1,1,1,2,0,1235,2.0,0,4.0,5.0,1288,0,3.0,21000.0
2091,1,1513086360,77.67490387,0,1,1,1,0,0,1310,2.0,7,5.0,12.0,1293,0,2.0,25000.0
2467,1,1517442480,77.67500062,3,0,0,0,1,2,1050,2.0,4,2.0,3.0,202,2,1.0,8500.0
2747,1,1520262060,77.7332758,0,0,0,0,2,0,1380,2.0,0,4.0,5.0,910,0,2.0,25000.0
875,0,1519308120,77.7619298,0,0,0,0,2,3,600,1.0,1,2.0,3.0,227,2,1.0,9500.0
365,5,1522697640,77.65068848,1,0,0,0,0,0,120,1.0,0,2.0,2.0,194,2,1.0,8000.0
1389,1,1505737680,77.57343764,3,0,1,0,2,0,1250,2.0,1,1.0,4.0,457,0,2.0,25000.0
1902,1,1486904400,77.7291844,3,1,1,1,2,0,1120,2.0,0,3.0,4.0,982,0,2.0,15000.0
138,2,1528316880,77.75123109,0,1,1,1,2,0,1706,3.0,7,3.0,3.0,851,0,2.0,28000.0
1290,1,1494257280,77.5712556,0,0,0,0,2,3,600,2.0,1,2.0,2.0,240,2,0.0,10000.0
1711,2,1497129600,77.6640759,0,0,1,1,2,0,1800,3.0,0,0.0,15.0,560,0,2.0,45000.0
2972,1,1544197740,77.67523029,0,1,1,0,2,0,1240,2.0,7,2.0,4.0,1243,0,3.0,31500.0
2564,0,1526906340,77.67899261,0,0,0,0,0,2,800,1.0,0,0.0,5.0,1424,0,1.0,15000.0
68,1,1529839500,77.61191435,0,0,0,0,2,3,700,2.0,1,1.0,3.0,240,2,1.0,15500.0
2947,1,1515084180,77.65388696,0,0,0,0,2,3,500,1.0,1,0.0,2.0,0,2,1.0,12000.0
693,0,1538946120,77.72051181,3,0,0,0,2,3,600,1.0,1,2.0,2.0,248,3,1.0,15000.0
1659,1,1506598140,77.61922765,3,0,1,0,2,0,1030,2.0,0,2.0,2.0,427,0,2.0,27000.0
2230,1,1514733480,77.70401011,3,1,1,1,2,0,1300,2.0,7,6.0,8.0,1130,0,2.0,28000.0
3338,1,1526576220,77.695618,3,1,1,0,2,0,1245,2.0,0,2.0,4.0,1098,0,1.0,25000.0
3149,2,1526818620,77.68427912,3,1,1,1,2,0,1826,3.0,0,4.0,10.0,1141,0,3.0,36000.0
3649,2,1529855940,77.55985514,0,0,1,0,2,0,1505,2.0,7,3.0,5.0,549,0,2.0,31000.0
1547,2,1510241880,77.57544564,3,0,0,0,2,0,1300,3.0,1,0.0,1.0,202,3,0.0,35000.0
1467,1,1526842320,77.71387681,3,0,0,0,2,3,1100,1.0,5,0.0,3.0,103,2,1.0,18000.0
3064,1,1523723040,77.6959068,3,0,1,0,2,0,1070,2.0,0,2.0,3.0,478,0,3.0,20000.0
2664,0,1519412760,77.6107529,3,0,0,0,2,3,400,1.0,0,2.0,3.0,115,2,0.0,11000.0
187,1,1519845780,77.68229302,3,0,0,0,2,1,1000,2.0,1,0.0,3.0,306,2,0.0,18000.0
723,1,1504977840,77.56836991,1,0,0,0,2,3,1400,2.0,0,2.0,2.0,203,0,1.0,16000.0
1436,1,1504026600,77.59247093,3,0,0,0,2,0,800,2.0,1,1.0,2.0,240,2,0.0,25000.0
2900,1,1521988860,77.5659829,3,0,0,0,2,0,1200,2.0,1,1.0,2.0,129,2,1.0,18000.0
2182,1,1514282940,77.70475769,0,1,1,1,0,0,1255,2.0,0,8.0,10.0,1326,0,1.0,29500.0
3558,0,1541539560,77.70607683,0,0,0,0,1,0,860,1.0,4,1.0,1.0,261,2,0.0,11000.0
2555,5,1543791720,77.61283461,1,0,0,0,2,3,150,1.0,1,2.0,2.0,240,2,0.0,10000.0
359,0,1504886820,77.67987,3,1,1,0,2,3,1000,1.0,0,1.0,4.0,844,0,1.0,14000.0
3836,1,1531825980,77.75664185,0,0,0,0,1,3,2350,3.0,1,0.0,1.0,153,3,0.0,35000.0
2174,1,1513874220,77.61622853,3,0,1,0,2,0,1050,2.0,0,1.0,4.0,577,0,2.0,35000.0
2742,5,1525342320,77.57410544,0,0,0,0,2,2,250,1.0,0,3.0,3.0,1421,2,1.0,8000.0
681,0,1516309620,77.6195503,0,0,0,0,1,3,450,1.0,7,1.0,2.0,309,2,0.0,9000.0
1835,0,1509291960,77.70703036,0,0,0,0,2,3,400,1.0,0,1.0,3.0,240,2,0.0,11000.0
3235,1,1530809520,77.6687262,3,0,1,0,2,0,1000,2.0,1,4.0,6.0,774,0,3.0,17000.0
3890,1,1533041700,77.67921746,0,0,1,0,2,1,1020,2.0,1,0.0,4.0,444,0,1.0,18000.0
1273,0,1491655200,77.69913279,3,0,0,0,2,3,600,1.0,7,1.0,3.0,202,2,0.0,9500.0
172,1,1528384260,77.60416226,0,0,1,0,2,0,1250,2.0,7,1.0,3.0,596,0,2.0,22000.0
686,5,1525463460,77.5368092,0,0,1,0,2,3,400,1.0,1,0.0,4.0,430,2,0.0,11000.0
2874,1,1525458840,77.68028905,3,0,0,0,2,2,700,1.0,7,1.0,2.0,267,2,1.0,14000.0
3875,1,1532860380,77.66882936,3,0,0,0,2,3,1000,2.0,0,1.0,2.0,62,3,2.0,15000.0
2392,3,1516633560,77.62089463,0,0,0,0,2,3,1200,3.0,1,1.0,2.0,261,2,2.0,50000.0
2133,0,1513598640,77.62669885,3,0,0,0,2,3,500,1.0,0,1.0,1.0,93,2,1.0,10000.0
3128,0,1525717620,77.55680913,0,0,0,0,2,1,600,1.0,1,0.0,2.0,137,3,0.0,16000.0
3025,1,1536067500,77.61811619,0,0,0,0,2,2,1000,2.0,5,1.0,3.0,202,2,1.0,16000.0
3231,0,1530014460,77.6288306,0,0,0,0,2,3,500,1.0,1,1.0,3.0,79,0,0.0,9000.0
704,1,1503569700,77.67833019,3,0,0,0,2,0,1265,2.0,4,1.0,4.0,423,0,1.0,20500.0
2873,1,1521738540,77.56740966,0,0,0,0,2,3,1000,1.0,0,2.0,3.0,231,2,0.0,8500.0
353,1,1543946700,77.61587817,3,0,1,0,2,0,1100,2.0,0,3.0,4.0,429,0,2.0,23000.0
7,1,1522531200,77.51879883,0,1,1,0,2,0,1200,2.0,7,2.0,5.0,1367,0,1.0,14000.0
3077,2,1529498460,77.54310608,0,0,1,0,2,0,1220,2.0,1,3.0,4.0,626,0,2.0,15000.0
1119,1,1499969400,77.51788487,3,0,0,0,2,0,950,2.0,0,2.0,2.0,240,0,1.0,10000.0
1068,1,1503496740,77.76449973,3,1,1,1,2,0,1150,2.0,0,4.0,4.0,1033,0,1.0,15000.0
1309,1,1512754320,77.647608,3,0,0,0,2,2,980,2.0,1,2.0,2.0,1,0,2.0,23000.0
266,1,1508684580,77.62517372,0,0,0,0,2,3,1200,2.0,0,1.0,3.0,219,2,1.0,20000.0
1293,1,1496920260,77.63672097,0,0,0,0,2,0,1100,1.0,1,1.0,1.0,103,2,2.0,25000.0
303,1,1521143580,77.67776509,0,0,0,0,0,0,1250,2.0,7,1.0,4.0,202,3,2.0,19000.0
3705,1,1520445120,77.6779433,3,1,1,0,0,1,1413,2.0,7,3.0,3.0,1056,0,2.0,28000.0
2367,1,1516466400,77.59888113,0,0,1,0,2,0,1080,2.0,4,1.0,4.0,434,0,3.0,20000.0
2507,1,1525288440,77.65563965,0,1,1,0,2,0,1300,2.0,4,2.0,4.0,1071,0,4.0,22000.0
1733,0,1505084520,77.59552429,0,0,0,0,2,3,460,1.0,0,0.0,3.0,202,2,0.0,12000.0
1232,1,1504001700,77.54949953,0,0,0,0,2,3,675,1.0,0,1.0,3.0,103,2,0.0,12000.0
2955,1,1515080820,77.70717243,3,0,0,0,2,3,1000,2.0,2,1.0,1.0,115,2,1.0,20000.0
2776,1,1535999460,77.71852267,0,0,0,0,2,3,1200,2.0,0,3.0,4.0,280,2,2.0,24000.0
1654,1,1506429540,77.5834505,0,0,1,0,2,1,1006,2.0,1,3.0,4.0,436,0,2.0,15000.0
1351,1,1527259500,77.67770292,3,0,1,0,2,3,1150,2.0,1,2.0,4.0,627,0,2.0,15000.0
1181,1,1491756000,77.7224058,3,1,1,1,2,0,1180,2.0,1,2.0,4.0,1229,0,2.0,17000.0
844,1,1514046300,77.65112308,3,0,0,0,2,0,1200,2.0,0,2.0,2.0,240,2,1.0,20000.0
1870,1,1491934260,77.71687272,0,0,0,0,1,3,1500,2.0,0,0.0,2.0,202,2,0.0,23000.0
2831,2,1521118200,77.67391886,0,0,1,0,2,0,1300,2.0,1,1.0,4.0,754,0,2.0,21000.0
2322,1,1515929760,77.51618315,0,0,0,0,2,0,1000,1.0,1,1.0,2.0,202,2,0.0,15000.0
183,1,1510396800,77.63303962,0,0,0,0,2,3,600,1.0,4,0.0,2.0,228,2,0.0,11000.0
2072,2,1502537880,77.67775019,3,0,0,0,2,0,1510,2.0,1,0.0,4.0,46,0,2.0,18000.0
1127,2,1496940180,77.5759449,3,0,1,0,2,0,1783,3.0,0,0.0,4.0,817,0,0.0,40000.0
803,0,1533654720,77.6092236,0,0,0,0,2,3,900,1.0,0,3.0,3.0,240,2,1.0,13000.0
1590,1,1505579880,77.655006,3,0,0,0,2,3,900,2.0,1,3.0,3.0,202,2,0.0,15000.0
3490,0,1525635840,77.63417312,0,0,0,0,2,0,600,1.0,0,0.0,3.0,104,2,0.0,18000.0
167,0,1505500560,77.67930769,3,0,0,0,2,0,580,1.0,1,3.0,3.0,240,2,0.0,11500.0
633,1,1522699440,77.5536639,0,0,0,0,2,0,1200,2.0,1,0.0,2.0,240,2,0.0,15000.0
3157,1,1528921020,77.53851725,0,0,0,0,2,0,1000,2.0,7,1.0,4.0,108,0,2.0,18000.0
770,1,1509144420,77.6567326,0,0,0,0,2,3,1100,2.0,1,0.0,3.0,240,2,0.0,18000.0
2400,1,1518776820,77.61483684,3,0,0,0,2,3,650,2.0,0,1.0,2.0,240,2,1.0,15000.0
787,2,1516301220,77.70314527,0,1,1,0,2,0,1465,2.0,1,1.0,5.0,1123,0,2.0,25000.0
3482,0,1529100780,77.70966542,3,0,0,0,2,2,600,1.0,1,2.0,2.0,268,2,0.0,15500.0
2761,0,1528054980,77.57151522,3,0,0,0,1,3,800,2.0,4,3.0,3.0,261,2,1.0,10000.0
1242,2,1483886700,77.64754339,0,0,0,0,2,0,1200,2.0,1,1.0,3.0,0,2,2.0,25000.0
247,2,1503147660,77.6336554,0,1,1,1,2,0,1664,3.0,6,3.0,4.0,1004,0,3.0,27000.0
2875,2,1521895680,77.55323085,0,0,0,0,2,3,1200,2.0,0,1.0,1.0,103,3,1.0,14000.0
1944,2,1511016060,77.7182388,0,1,1,1,2,0,1361,2.0,0,1.0,5.0,1224,0,1.0,30000.0
2884,1,1517747160,77.7159316,0,0,1,0,2,0,1050,2.0,1,1.0,5.0,516,0,1.0,18500.0
